Model_name,uniprot,pdb_chain,local_AUC,local_P@L,local_P@L2,local_P@L5,short_AUC,short_P@L,short_P@L2,short_P@L5,medium_AUC,medium_P@L,medium_P@L2,medium_P@L5,long_AUC,long_P@L,long_P@L2,long_P@L5
PF00030_combine_0.5,P22914,6if9_A,0.5621276497840881,0.33707866072654724,0.5617977380752563,0.800000011920929,0.541329026222229,0.33707866072654724,0.516853928565979,0.7428571581840515,0.5423320531845093,0.37078651785850525,0.483146071434021,0.7142857313156128,0.7405036687850952,0.6067415475845337,0.7865168452262878,0.7714285850524902
PF00030_combine_0.5,P07315,2nbr_A,0.5830931663513184,0.3352601230144501,0.5348837375640869,0.8823529481887817,0.5388235449790955,0.323699414730072,0.5232558250427246,0.7647058963775635,0.49664053320884705,0.36994218826293945,0.4767441749572754,0.6176470518112183,0.7465080618858337,0.6127167344093323,0.7093023061752319,0.8529411554336548
PF00030_combine_0.5,P43320,7k7u_B,0.5804992318153381,0.3475935757160187,0.5591397881507874,0.837837815284729,0.5637944936752319,0.31550800800323486,0.5483871102333069,0.8648648858070374,0.5959922671318054,0.4064171016216278,0.5591397881507874,0.8108108043670654,0.7931836247444153,0.6470588445663452,0.8172042965888977,0.9189189076423645
PF00030_combine_0.5,P07320,6etc_X,0.5958971381187439,0.3352601230144501,0.569767415523529,0.8823529481887817,0.556427538394928,0.3352601230144501,0.5581395626068115,0.7941176295280457,0.5812240839004517,0.3988439440727234,0.5465116500854492,0.7352941036224365,0.8047000765800476,0.647398829460144,0.8139534592628479,0.9411764740943909
PF00030_combine_0.5,Q9Y4K1,3cw3_A,0.4232547879219055,0.25806450843811035,0.3478260934352875,0.6666666865348816,0.4302540719509125,0.23655913770198822,0.3695652186870575,0.6666666865348816,0.37768521904945374,0.22580644488334656,0.30434781312942505,0.5555555820465088,0.7172963619232178,0.5161290168762207,0.739130437374115,0.8888888955116272
PF00030_combine_0.5,P53673,3lwk_A,0.5926164984703064,0.3791208863258362,0.5824176073074341,0.8055555820465088,0.5700884461402893,0.3571428656578064,0.5164835453033447,0.8333333134651184,0.5302720069885254,0.3351648449897766,0.49450549483299255,0.75,0.7601705193519592,0.6538461446762085,0.7472527623176575,0.8888888955116272
PF00030_combine_0.5,P26998,3qk3_B,0.6055837273597717,0.375,0.5909090638160706,0.8571428656578064,0.6115605235099792,0.3806818127632141,0.6022727489471436,0.8857142925262451,0.6048033237457275,0.4204545319080353,0.5909090638160706,0.8285714387893677,0.7682747840881348,0.6420454382896423,0.7840909361839294,0.8571428656578064
PF00032_combine_0.5,P00156,5xte_J,0.8062647581100464,0.7910053133964539,0.7936508059501648,0.8133333325386047,0.2956860661506653,0.16137565672397614,0.26455026865005493,0.4266666769981384,0.16685685515403748,0.0873015895485878,0.1428571492433548,0.23999999463558197,0.403511106967926,0.23280423879623413,0.35978835821151733,0.6266666650772095
PF00039_combine_0.5,P00748,8os5_A,0.6200243830680847,0.42307692766189575,0.6153846383094788,0.807692289352417,0.7245955467224121,0.5346153974533081,0.7153846025466919,0.9615384340286255,0.5732311010360718,0.36538460850715637,0.5692307949066162,0.75,0.4965445399284363,0.3115384578704834,0.4692307710647583,0.7115384340286255
PF00039_combine_0.5,P02751,1fnf_A,0.39783912897109985,0.20380434393882751,0.364130437374115,0.6438356041908264,0.635819137096405,0.3913043439388275,0.6521739363670349,0.8493150472640991,0.7697732448577881,0.5489130616188049,0.7880434989929199,0.9726027250289917,0.917866587638855,0.7961956262588501,0.95652174949646,0.9726027250289917
PF00040_combine_0.5,P22897,6inn_A,0.6000767946243286,0.4006791114807129,0.5918367505073547,0.7863247990608215,0.6331214308738708,0.41426146030426025,0.6190476417541504,0.8803418874740601,0.5604702234268188,0.33955857157707214,0.557823121547699,0.7777777910232544,0.6745708584785461,0.5466893315315247,0.6666666865348816,0.8376068472862244
PF00040_combine_0.5,P08253,1gxd_A,0.5847180485725403,0.43108972907066345,0.5737179517745972,0.75,0.5795884132385254,0.38942307233810425,0.5641025900840759,0.7661290168762207,0.5935909152030945,0.3910256326198578,0.5737179517745972,0.8145161271095276,0.5278287529945374,0.35576921701431274,0.4967948794364929,0.75
PF00040_combine_0.5,P14780,1l6j_A,0.6377978324890137,0.4691357910633087,0.6485148668289185,0.8148148059844971,0.5248554348945618,0.36543211340904236,0.5297029614448547,0.6790123581886292,0.47309619188308716,0.28641974925994873,0.4455445408821106,0.654321014881134,0.5053473114967346,0.3432098627090454,0.4653465449810028,0.6790123581886292
PF00040_combine_0.5,Q9UBV2,8kev_D,0.7818689346313477,0.6963470578193665,0.7899543642997742,0.8160919547080994,0.4408319592475891,0.24200913310050964,0.4063926935195923,0.6896551847457886,0.5960680842399597,0.35844749212265015,0.6392694115638733,0.8045976758003235,0.5601180195808411,0.36986300349235535,0.5799086689949036,0.7011494040489197
PF00040_combine_0.5,P00748,8os5_A,0.6200243830680847,0.42307692766189575,0.6153846383094788,0.807692289352417,0.7245955467224121,0.5346153974533081,0.7153846025466919,0.9615384340286255,0.5732311010360718,0.36538460850715637,0.5692307949066162,0.75,0.4965445399284363,0.3115384578704834,0.4692307710647583,0.7115384340286255
PF00040_combine_0.5,P02751,1fnf_A,0.39783912897109985,0.20380434393882751,0.364130437374115,0.6438356041908264,0.635819137096405,0.3913043439388275,0.6521739363670349,0.8493150472640991,0.7697732448577881,0.5489130616188049,0.7880434989929199,0.9726027250289917,0.917866587638855,0.7961956262588501,0.95652174949646,0.9726027250289917
PF00040_combine_0.5,Q9UBG0,5ew6_A,0.539806067943573,0.3959276080131531,0.5791855454444885,0.6363636255264282,0.6075670719146729,0.4072398245334625,0.6063348650932312,0.8181818127632141,0.5320156216621399,0.3303167521953583,0.5158371329307556,0.6931818127632141,0.6557619571685791,0.5271493196487427,0.6606335043907166,0.7272727489471436
PF00040_combine_0.5,P11717,6p8i_A,0.492108017206192,0.31831830739974976,0.4744744598865509,0.6992481350898743,0.6209078431129456,0.43393394351005554,0.6096096038818359,0.8270676732063293,0.724708616733551,0.5270270109176636,0.7417417168617249,0.932330846786499,0.5972680449485779,0.3963963985443115,0.5675675868988037,0.8120300769805908
PF00040_combine_0.5,Q04756,1yc0_A,0.643243670463562,0.43319839239120483,0.6260162591934204,0.8571428656578064,0.5270309448242188,0.3198380470275879,0.49593496322631836,0.7551020383834839,0.6260846853256226,0.42510122060775757,0.6260162591934204,0.8367347121238708,0.831285834312439,0.6963562965393066,0.8373983502388,0.9591836929321289
PF00049_combine_0.5,P01344,8u4c_D,0.6807874441146851,0.48148149251937866,0.7037037014961243,0.800000011920929,0.15828776359558105,0.1111111119389534,0.1111111119389534,0.20000000298023224,0.0205540768802166,0.018518518656492233,0.03703703731298447,0.0,0.39831215143203735,0.29629629850387573,0.3333333432674408,0.5
