Model_name,uniprot,pdb_chain,local_AUC,local_P@L,local_P@L2,local_P@L5,short_AUC,short_P@L,short_P@L2,short_P@L5,medium_AUC,medium_P@L,medium_P@L2,medium_P@L5,long_AUC,long_P@L,long_P@L2,long_P@L5
PF01381_0.5,O60869,9b0q_CH,0.7648367881774902,0.6000000238418579,0.7580645084381104,0.8799999952316284,0.4018670916557312,0.20000000298023224,0.33870968222618103,0.6800000071525574,0.26073694229125977,0.10400000214576721,0.19354838132858276,0.4399999976158142,0.5416188836097717,0.3199999928474426,0.5,0.8399999737739563
PF00106_0.5,P09417,1hdr_A,0.7567070722579956,0.6059321761131287,0.7711864113807678,0.8723404407501221,0.5200712084770203,0.27966102957725525,0.5,0.8085106611251831,0.7100831270217896,0.4618644118309021,0.7118644118309021,0.957446813583374,0.8332353830337524,0.7033898234367371,0.8559321761131287,0.936170220375061
PF00106_0.5,P15428,8fd8_A,0.8096617460250854,0.6457399129867554,0.8288288116455078,0.9090909361839294,0.5160759091377258,0.2600896954536438,0.4954954981803894,0.8181818127632141,0.5652815103530884,0.33183857798576355,0.5315315127372742,0.8636363744735718,0.885715663433075,0.7623318433761597,0.9099099040031433,0.9772727489471436
PF00106_0.5,Q96LJ7,2qq5_A,0.8262494206428528,0.7142857313156128,0.8571428656578064,0.8936170339584351,0.4030633568763733,0.22268907725811005,0.3445378243923187,0.6382978558540344,0.5284448266029358,0.3361344635486603,0.4957983195781708,0.7234042286872864,0.8796985745429993,0.7899159789085388,0.8907563090324402,0.936170220375061
PF00106_0.5,P16152,4z3d_A,0.7996280789375305,0.6485507488250732,0.8115941882133484,0.9272727370262146,0.4782177805900574,0.22826087474822998,0.4202898442745209,0.7818182110786438,0.49447566270828247,0.27173912525177,0.4637681245803833,0.7818182110786438,0.8119825124740601,0.7101449370384216,0.8115941882133484,0.9272727370262146
PF00106_0.5,P35270,6i6p_A,0.7443796396255493,0.6037036776542664,0.7777777910232544,0.8333333134651184,0.3704262375831604,0.17407406866550446,0.3037036955356598,0.6851851940155029,0.41997647285461426,0.21851852536201477,0.3777777850627899,0.6851851940155029,0.8865666389465332,0.7962962985038757,0.9259259104728699,0.9259259104728699
PF00106_0.5,Q99714,1u7t_A,0.7786179184913635,0.6117647290229797,0.7952755689620972,0.9019607901573181,0.44960445165634155,0.24313725531101227,0.4173228442668915,0.7058823704719543,0.6067953705787659,0.38823530077934265,0.5748031735420227,0.8627451062202454,0.9094478487968445,0.8235294222831726,0.9055117964744568,0.9803921580314636
PF00106_0.5,Q7Z5P4,8g9v_E,0.8752541542053223,0.7610921263694763,0.9178082346916199,0.931034505367279,0.33296775817871094,0.13993173837661743,0.28082191944122314,0.5517241358757019,0.6013262271881104,0.35836178064346313,0.5890411138534546,0.8620689511299133,0.8322277069091797,0.6860068440437317,0.8630136847496033,0.931034505367279
PF00106_0.5,P51659,1zbq_A,0.7758248448371887,0.6258277893066406,0.7880794405937195,0.9166666865348816,0.4611605703830719,0.24172185361385345,0.4370861053466797,0.699999988079071,0.5541622042655945,0.35430464148521423,0.5231788158416748,0.8166666626930237,0.860975444316864,0.7350993156433105,0.8675496578216553,0.949999988079071
PF00106_0.5,Q6UWP2,1xg5_C,0.7832949757575989,0.6342412233352661,0.8046875,0.9019607901573181,0.40532827377319336,0.20233462750911713,0.3515625,0.6274510025978088,0.5717927813529968,0.3501945436000824,0.53125,0.843137264251709,0.8736664056777954,0.7431906461715698,0.890625,0.9607843160629272
