local_AUC,local_P@L,local_P@L2,local_P@L5,short_AUC,short_P@L,short_P@L2,short_P@L5,medium_AUC,medium_P@L,medium_P@L2,medium_P@L5,long_AUC,long_P@L,long_P@L2,long_P@L5,Model,Type,uniprot,PDB_Chain,Head,APC
0.4194517135620117,0.3942857086658478,0.39080458879470825,0.4285714328289032,0.29416394233703613,0.17714285850524902,0.25287356972694397,0.4571428596973419,0.4149806499481201,0.2914285659790039,0.36781609058380127,0.6000000238418579,0.32329875230789185,0.19428572058677673,0.28735631704330444,0.4285714328289032,PF00011_0.5,pretrained,P02511,2ygd_A,L33H19,True
0.3567311465740204,0.26249998807907104,0.375,0.375,0.4970833659172058,0.3125,0.44999998807907104,0.75,0.5968402624130249,0.4124999940395355,0.574999988079071,0.8125,0.4552529752254486,0.3499999940395355,0.550000011920929,0.5,PF00011_0.5,pretrained,Q16082,6f2r_D,L33H19,True
0.33097219467163086,0.22499999403953552,0.30000001192092896,0.5,0.5915624499320984,0.42500001192092896,0.6000000238418579,0.75,0.7087499499320984,0.48750001192092896,0.7250000238418579,0.9375,0.45783233642578125,0.32499998807907104,0.44999998807907104,0.625,PF00011_0.5,pretrained,Q9UBY9,8rha_B,L33H19,True
0.3061347007751465,0.2247191071510315,0.2954545319080353,0.4117647111415863,0.46804237365722656,0.2921348214149475,0.4545454680919647,0.6470588445663452,0.5641647577285767,0.3595505654811859,0.5681818127632141,0.7058823704719543,0.38246428966522217,0.2808988690376282,0.3636363744735718,0.47058823704719543,PF00011_0.5,pretrained,Q12988,6f2r_Q,L33H19,True
0.2753300070762634,0.2432432472705841,0.2702702581882477,0.3571428656578064,0.4876407980918884,0.3513513505458832,0.4864864945411682,0.6428571343421936,0.6104543805122375,0.4189189076423645,0.5675675868988037,0.7857142686843872,0.41363778710365295,0.3513513505458832,0.37837839126586914,0.4285714328289032,PF00011_0.5,pretrained,Q9UJY1,8s7a_A,L33H19,True
0.17157702147960663,0.1367521435022354,0.17241379618644714,0.21739129722118378,0.39442411065101624,0.21367521584033966,0.3965517282485962,0.5652173757553101,0.5233920812606812,0.3504273593425751,0.5517241358757019,0.739130437374115,0.4254804253578186,0.28205129504203796,0.43103447556495667,0.6086956262588501,PF00011_0.5,pretrained,O14558,5ltw_G,L33H19,True
0.37695083022117615,0.3535911738872528,0.3777777850627899,0.3055555522441864,0.3095359802246094,0.23204420506954193,0.2777777910232544,0.3888888955116272,0.4142529368400574,0.23756906390190125,0.4000000059604645,0.5833333134651184,0.3855602741241455,0.23756906390190125,0.3444444537162781,0.5555555820465088,PF00011_0.5,pretrained,P04792,6dv5_A,L33H19,True
0.4602833688259125,0.32134291529655457,0.45673078298568726,0.5903614163398743,0.466651976108551,0.28537169098854065,0.41826921701431274,0.650602400302887,0.6008933782577515,0.4076738655567169,0.5865384340286255,0.8072289228439331,0.6952574849128723,0.597122311592102,0.682692289352417,0.8192771077156067,PF00028_0.5,pretrained,Q12864,7cym_A,L33H19,True
0.5024250149726868,0.3416856527328491,0.4794520437717438,0.7126436829566956,0.4296097755432129,0.2642368972301483,0.39726027846336365,0.5977011322975159,0.5968413352966309,0.4077448844909668,0.6027397513389587,0.8045976758003235,0.7126062512397766,0.6195899844169617,0.689497709274292,0.7931034564971924,PF00028_0.5,pretrained,P32926,5eqx_A,L33H19,True
0.45621949434280396,0.3067915737628937,0.44600939750671387,0.5882353186607361,0.4449880123138428,0.26932084560394287,0.4225352108478546,0.6941176652908325,0.6201899647712708,0.4004683792591095,0.6244131326675415,0.8352941274642944,0.7604719996452332,0.6440281271934509,0.7746478915214539,0.8705882430076599,PF00028_0.5,pretrained,Q9NYQ6,8d40_B,L33H19,True
