local_AUC,local_P@L,local_P@L2,local_P@L5,short_AUC,short_P@L,short_P@L2,short_P@L5,medium_AUC,medium_P@L,medium_P@L2,medium_P@L5,long_AUC,long_P@L,long_P@L2,long_P@L5,Model,Type,uniprot,PDB_Chain,Head,APC
0.1368074119091034,0.1111111119389534,0.13793103396892548,0.1304347813129425,0.41771864891052246,0.23931623995304108,0.4137931168079376,0.6086956262588501,0.45404577255249023,0.3162393271923065,0.4655172526836395,0.6086956262588501,0.24582317471504211,0.24786324799060822,0.27586206793785095,0.21739129722118378,PF00011_0.5,tuned,O14558,5ltw_G,L33H19,True
0.27295634150505066,0.20000000298023224,0.22499999403953552,0.375,0.5262053608894348,0.3375000059604645,0.5249999761581421,0.6875,0.6603571176528931,0.4625000059604645,0.6499999761581421,0.9375,0.32157737016677856,0.26249998807907104,0.30000001192092896,0.4375,PF00011_0.5,tuned,Q9UBY9,8rha_B,L33H19,True
0.3319176733493805,0.32596686482429504,0.31111112236976624,0.3055555522441864,0.2096298485994339,0.20994475483894348,0.2222222238779068,0.1944444477558136,0.33675140142440796,0.1767955869436264,0.3222222328186035,0.5277777910232544,0.22055912017822266,0.16022099554538727,0.18888889253139496,0.3333333432674408,PF00011_0.5,tuned,P04792,6dv5_A,L33H19,True
0.3263589143753052,0.2247191071510315,0.27272728085517883,0.4117647111415863,0.47935423254966736,0.2808988690376282,0.47727271914482117,0.6470588445663452,0.4193658232688904,0.31460675597190857,0.40909090638160706,0.529411792755127,0.30923616886138916,0.24719101190567017,0.2954545319080353,0.47058823704719543,PF00011_0.5,tuned,Q12988,6f2r_Q,L33H19,True
0.3521323800086975,0.34857141971588135,0.3333333432674408,0.34285715222358704,0.2100747525691986,0.18285714089870453,0.19540229439735413,0.22857142984867096,0.3103282153606415,0.22285714745521545,0.3563218414783478,0.37142857909202576,0.2092306911945343,0.16571427881717682,0.19540229439735413,0.22857142984867096,PF00011_0.5,tuned,P02511,2ygd_A,L33H19,True
0.2822916507720947,0.23749999701976776,0.20000000298023224,0.3125,0.45868054032325745,0.2750000059604645,0.4749999940395355,0.625,0.48117557168006897,0.3375000059604645,0.4749999940395355,0.625,0.3720734119415283,0.2874999940395355,0.4000000059604645,0.4375,PF00011_0.5,tuned,Q16082,6f2r_D,L33H19,True
0.2633446156978607,0.21621622145175934,0.2432432472705841,0.3571428656578064,0.455533891916275,0.3513513505458832,0.45945945382118225,0.5,0.5165033936500549,0.3513513505458832,0.4864864945411682,0.6428571343421936,0.35096582770347595,0.2432432472705841,0.3513513505458832,0.4285714328289032,PF00011_0.5,tuned,Q9UJY1,8s7a_A,L33H19,True
0.4385494291782379,0.316546767950058,0.4086538553237915,0.6024096608161926,0.4376564919948578,0.2733812928199768,0.4134615361690521,0.5903614163398743,0.5200176239013672,0.35971224308013916,0.5096153616905212,0.6867470145225525,0.5926545262336731,0.5059952139854431,0.6057692170143127,0.650602400302887,PF00028_0.5,tuned,Q12864,7cym_A,L33H19,True
0.43967404961586,0.31662869453430176,0.42465752363204956,0.5747126340866089,0.35838067531585693,0.23690204322338104,0.310502290725708,0.517241358757019,0.5216816663742065,0.3667426109313965,0.5114155411720276,0.6666666865348816,0.6287428736686707,0.5102505683898926,0.6027397513389587,0.7701149582862854,PF00028_0.5,tuned,P32926,5eqx_A,L33H19,True
0.37270888686180115,0.28103044629096985,0.3849765360355377,0.4588235318660736,0.3898627460002899,0.24121779203414917,0.3661971688270569,0.5176470875740051,0.5043001174926758,0.3255269229412079,0.5258215665817261,0.6352941393852234,0.6812323331832886,0.5456674695014954,0.65727698802948,0.8235294222831726,PF00028_0.5,tuned,Q9NYQ6,8d40_B,L33H19,True
0.37522032856941223,0.2802547812461853,0.3821656107902527,0.4838709533214569,0.3996235728263855,0.2770700752735138,0.42038217186927795,0.4838709533214569,0.49734458327293396,0.35031846165657043,0.4968152940273285,0.6129032373428345,0.578000545501709,0.5095541477203369,0.5923566818237305,0.5967742204666138,PF00028_0.5,tuned,Q9H251,5vvm_B,L33H19,True
0.3340797424316406,0.26428571343421936,0.34285715222358704,0.3928571343421936,0.4224631190299988,0.2666666805744171,0.4000000059604645,0.6071428656578064,0.4983135163784027,0.34761905670166016,0.5095238089561462,0.6190476417541504,0.6302758455276489,0.526190459728241,0.6333333253860474,0.726190447807312,PF00028_0.5,tuned,O14917,6vft_C,L33H19,True
0.46274733543395996,0.3488371968269348,0.42990654706954956,0.5813953280448914,0.39290887117385864,0.24651162326335907,0.38317757844924927,0.5116279125213623,0.5596200823783875,0.38604649901390076,0.5700934529304504,0.7209302186965942,0.7148460149765015,0.5488371849060059,0.7476635575294495,0.9069767594337463,PF00028_0.5,tuned,Q9BYE9,7n86_A,L33H19,True
0.4301246106624603,0.30630630254745483,0.45945945382118225,0.5227272510528564,0.3906766176223755,0.29279279708862305,0.3963963985443115,0.5,0.541659414768219,0.3378378450870514,0.5405405163764954,0.7954545617103577,0.6524038314819336,0.4864864945411682,0.6396396160125732,0.8181818127632141,PF00028_0.5,tuned,O95206,6vfv_A,L33H19,True
0.37673425674438477,0.28703704476356506,0.37037035822868347,0.43518519401550293,0.3867247402667999,0.25740739703178406,0.3629629611968994,0.5462962985038757,0.48428791761398315,0.3611111044883728,0.46666666865348816,0.6296296119689941,0.5390579104423523,0.4314814805984497,0.5407407283782959,0.6388888955116272,PF00028_0.5,tuned,P12830,7stz_C,L33H19,True
0.4069904685020447,0.29863014817237854,0.36263737082481384,0.534246563911438,0.42691001296043396,0.2657534182071686,0.4175824224948883,0.6027397513389587,0.48664847016334534,0.32602739334106445,0.44505494832992554,0.6575342416763306,0.6119312047958374,0.501369833946228,0.6263736486434937,0.7397260069847107,PF00028_0.5,tuned,Q96QU1,6n2e_B,L33H19,True
0.36140453815460205,0.24561403691768646,0.31578946113586426,0.5,0.31169000267982483,0.19298245012760162,0.2631579041481018,0.4545454680919647,0.4762892723083496,0.359649121761322,0.4912280738353729,0.6363636255264282,0.5755405426025391,0.4385964870452881,0.5614035129547119,0.6818181872367859,PF00028_0.5,tuned,Q9HC56,2ee0_A,L33H19,True
0.4014558792114258,0.27294686436653137,0.37681159377098083,0.5365853905677795,0.4031144976615906,0.2584541141986847,0.39613527059555054,0.5121951103210449,0.46641188859939575,0.34057971835136414,0.4637681245803833,0.6097561120986938,0.5300832390785217,0.4396135210990906,0.52173912525177,0.5609756112098694,PF00028_0.5,tuned,Q9Y5G1,5k8r_A,L33H19,True
0.4013952314853668,0.3033088147640228,0.4117647111415863,0.5277777910232544,0.390922486782074,0.25367647409439087,0.35661765933036804,0.6018518805503845,0.5212616920471191,0.35661765933036804,0.5110294222831726,0.6574074029922485,0.5567541718482971,0.49264705181121826,0.5588235259056091,0.6111111044883728,PF00028_0.5,tuned,Q02487,7a7d_a,L33H19,True
0.32590940594673157,0.28240740299224854,0.3055555522441864,0.3720930218696594,0.31341058015823364,0.24537037312984467,0.31481480598449707,0.3488371968269348,0.4629944860935211,0.3055555522441864,0.4444444477558136,0.5813953280448914,0.4545249342918396,0.37962964177131653,0.45370370149612427,0.4883720874786377,PF00028_0.5,tuned,P22223,4zmt_B,L33H19,True
0.3680671751499176,0.27336448431015015,0.3504672944545746,0.47058823704719543,0.4130304455757141,0.257009357213974,0.4112149477005005,0.5647059082984924,0.48862138390541077,0.3387850522994995,0.4532710313796997,0.658823549747467,0.5473636388778687,0.45093458890914917,0.5420560836791992,0.658823549747467,PF00028_0.5,tuned,Q8TAB3,6vfu_A,L33H19,True
0.3911675810813904,0.2634032666683197,0.3925233781337738,0.5176470875740051,0.3670111298561096,0.251748263835907,0.35514017939567566,0.5176470875740051,0.5046407580375671,0.3449883460998535,0.4859813153743744,0.7058823704719543,0.6348509788513184,0.5244755148887634,0.6542056202888489,0.7176470756530762,PF00028_0.5,tuned,Q08174,6mga_A,L33H19,True
0.3904920518398285,0.30612245202064514,0.4052044749259949,0.4579439163208008,0.3557370901107788,0.23005566000938416,0.3271375596523285,0.4859813153743744,0.5080299377441406,0.350649356842041,0.4684014916419983,0.6822429895401001,0.6081054210662842,0.5269016623497009,0.6059479713439941,0.7289719581604004,PF00028_0.5,tuned,Q08554,5iry_A,L33H19,True
0.35455387830734253,0.2538699805736542,0.33126935362815857,0.4806201457977295,0.39691007137298584,0.25541794300079346,0.39938080310821533,0.5193798542022705,0.46832475066185,0.3065015375614166,0.4613003134727478,0.6589147448539734,0.5608510971069336,0.4659442603588104,0.5448916554450989,0.6666666865348816,PF00028_0.5,tuned,Q9P2E7,6vg4_A,L33H19,True
0.4263851046562195,0.34285715222358704,0.4615384638309479,0.380952388048172,0.5115302205085754,0.32380953431129456,0.4615384638309479,0.761904776096344,0.6458858251571655,0.4285714328289032,0.6153846383094788,0.9047619104385376,0.547163724899292,0.4761904776096344,0.5769230723381042,0.5714285969734192,PF00028_0.5,tuned,P55290,2v37_A,L33H19,True
0.3658088147640228,0.2635294198989868,0.3820754587650299,0.4588235318660736,0.37453174591064453,0.251764714717865,0.37264150381088257,0.48235294222831726,0.4775373339653015,0.3247058689594269,0.4575471580028534,0.6705882549285889,0.6277604103088379,0.5199999809265137,0.6320754885673523,0.7176470756530762,PF00028_0.5,tuned,Q6V0I7,8egx_B,L33H19,True
0.37501221895217896,0.2897862195968628,0.37142857909202576,0.4404761791229248,0.3880022466182709,0.2517814636230469,0.36666667461395264,0.523809552192688,0.5026072263717651,0.35154393315315247,0.49047619104385376,0.6785714030265808,0.570874035358429,0.47980996966362,0.5714285969734192,0.6666666865348816,PF00028_0.5,tuned,Q96JQ0,8egx_A,L33H19,True
0.3695235550403595,0.2897196114063263,0.3396226465702057,0.4285714328289032,0.40368548035621643,0.23364485800266266,0.3962264060974121,0.5714285969734192,0.5881868600845337,0.3457943797111511,0.5471698045730591,0.8571428656578064,0.5864799618721008,0.4953271150588989,0.5660377144813538,0.6666666865348816,PF00028_0.5,tuned,P55285,5veb_Y,L33H19,True
0.3878442049026489,0.3076923191547394,0.38111889362335205,0.45614033937454224,0.3616902530193329,0.22902098298072815,0.35314685106277466,0.5175438523292542,0.4189489781856537,0.31293705105781555,0.40909090638160706,0.5350877046585083,0.5273149609565735,0.4020979106426239,0.5139859914779663,0.6491228342056274,PF00028_0.5,tuned,P07949,6q2o_E,L33H19,True
