Pfam_id,Uniprot_id,perplexity,model_path
PF00030_combine_0.5,Q8WXF5,3.0369274570432854,
PF00030_combine_0.5,P22914,2.5082330779540905,
PF00030_combine_0.5,P53674,5.834767348455713,
PF00030_combine_0.5,P07315,2.1271538341837286,
PF00030_combine_0.5,P05813,2.028631747017055,
PF00030_combine_0.5,P43320,5.8279643555575324,
PF00030_combine_0.5,P11844,2.421702905163229,
PF00030_combine_0.5,P53672,2.99060270379818,
PF00030_combine_0.5,P07320,2.323922829369049,
PF00030_combine_0.5,P07316,1.8672485542342845,
PF00030_combine_0.5,P53673,2.505137252726984,
PF00030_combine_0.5,P26998,5.394408217266568,
PF00032_combine_0.5,P00156,6.211309136927601,
PF00039_combine_0.5,P00750,5.437260908020457,
PF00039_combine_0.5,P00748,5.868145139656133,
PF00040_combine_0.5,Q075Z2,6.774278521719516,
PF00040_combine_0.5,P08253,4.247740836047099,
PF00040_combine_0.5,P14780,4.735964729263593,
PF00040_combine_0.5,Q9UBV2,3.309849752495313,
PF00040_combine_0.5,P00748,5.868145139656133,
PF00040_combine_0.5,Q96BH3,4.965061150549429,
PF00040_combine_0.5,Q04756,5.597476907949522,
PF00049_combine_0.5,P51460,7.246582787636981,
PF00049_combine_0.5,Q8WXF3,5.7546076229525545,
PF00049_combine_0.5,P04090,8.90060236465689,
PF00049_combine_0.5,Q9Y581,9.180992282666642,
PF00049_combine_0.5,P01344,1.8348235182251302,
PF00049_combine_0.5,P01308,2.8867951900014424,
PF00049_combine_0.5,F8WCM5,8.373812301679935,
PF00049_combine_0.5,P04808,10.419036108698297,
PF00049_combine_0.5,P05019,4.098964424760268,
PF00049_combine_0.5,Q9Y5Q6,9.189615459764454,
PF00062_combine_0.5,Q96QH8,3.5573975257485015,
PF00062_combine_0.5,P61626,1.8298938221150507,
PF00062_combine_0.5,Q8IXA5,4.740386646837216,
PF00062_combine_0.5,Q96KX0,4.450569956262726,
PF00062_combine_0.5,P00709,4.181555011653239,
PF00062_combine_0.5,Q6UWQ5,1.706844454925351,
PF00062_combine_0.5,O75951,3.16062673573895,
PF00062_combine_0.5,Q7Z4W2,1.7485716937839386,
PF00074_combine_0.5,P34096,1.928453132301486,
PF00074_combine_0.5,Q14507,19.016458075227263,
PF00074_combine_0.5,Q5GAN4,2.1092321709838737,
PF00074_combine_0.5,P10153,6.054150671200893,
PF00074_combine_0.5,P56851,12.900672194552639,
PF00074_combine_0.5,Q8TDE3,4.170922964563321,
PF00074_combine_0.5,P07998,3.8302655839216095,
PF00074_combine_0.5,Q8TAA1,15.673309897685463,
PF00074_combine_0.5,P12724,7.036326535468581,
PF00074_combine_0.5,P60153,10.162166893816856,
PF00074_combine_0.5,Q5GAN3,10.150648065539105,
PF00074_combine_0.5,Q9H1E1,3.944966009383116,
PF00074_combine_0.5,P03950,3.4209081037062385,
PF00074_combine_0.5,Q5GAN6,2.182370375528846,
PF00074_combine_0.5,Q93091,3.9951534562571354,
PF00077_combine_0.5,P63121,4.188202377612161,
PF00077_combine_0.5,P63124,4.353698490011989,
PF00080_combine_0.5,P00441,2.9825661060435866,
PF00080_combine_0.5,P08294,4.736561532188901,
PF00080_combine_0.5,O14618,3.0084713010251365,
PF00081_combine_0.5,P04179,3.898249698629882,
PF00095_combine_0.5,Q8TCV5,9.993241734783872,
PF00095_combine_0.5,Q8IUB2,3.8767917684041877,
PF00095_combine_0.5,Q9H1F0,4.570920233401719,
PF00095_combine_0.5,P03973,2.954306614797562,
PF00095_combine_0.5,P23352,3.1998573244864112,
PF00095_combine_0.5,Q14508,6.691336059744311,
