Pfam_id,Uniprot_id,perplexity,model_path
PF13439_0.5,Q9H553,43.40296541,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF13439/PF13439_0.5.pth
PF01381_0.5,O60869,15.46404669,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF01381/PF01381_0.5.pth
PF00106_0.5,A0PJE2,32.0927406,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q6PKH6,62.42027149,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q96NR8,34.504035,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q9Y394,42.66986218,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,P09417,51.16715726,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,P15428,30.54546714,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q96LJ7,36.16840168,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,O75452,34.34371137,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q9HBH5,30.29749011,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q9BPW9,44.49990579,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,P16152,11.09458468,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,P35270,28.18170073,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q99714,18.22554316,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q7Z5J1,180.8801937,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q8NBN7,41.93368812,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,P37059,129.6649278,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q8N5I4,38.03824019,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,P80365,110.0580782,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q6IAN0,79.02911518,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q7Z5P4,128.238734,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,P51659,52.65455484,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q8IZV5,31.50357919,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q6UWP2,23.32834166,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q8NEX9,44.82286483,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q9NZC7,35.8648256,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,P14061,42.636126,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,P37058,124.6816302,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q6YN16,35.72003118,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q53GQ0,47.97739136,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,A6NNS2,94.75896294,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q06136,38.29850052,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,P28845,96.89853664,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q8NBQ5,87.81403626,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q92781,39.91365288,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,P56937,51.78720944,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q3SXM5,49.11655326,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q6UX07,62.43951562,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q9NYR8,59.45945015,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q8N3Y7,57.34067561,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,O14756,55.29185516,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q02338,90.62643045,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,Q8TC12,26.36000499,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,O75911,40.94337995,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF00106_0.5,O75828,36.82676789,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF00106/PF00106_0.5.pth
PF07714_0.5,P16591,51.75244733,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q9UHY1,91.54913488,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q14289,124.4161795,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q8NER5,52.96798573,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P54764,36.56032425,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q01973,94.60603886,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P04049,86.12547738,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,O43283,640.6078606,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q01974,125.1394617,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P42681,97.60409155,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P07333,160.5494877,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q8NB16,244.6282694,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,O15146,150.3315351,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P12931,34.84373178,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P54753,37.07922814,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q9NYL2,86.12577396,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P37173,76.86925823,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P36888,270.5727993,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P53667,103.7460881,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q16620,69.658196,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P29320,36.10511243,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P15056,64.23534939,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q08345,73.99809212,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q5JZY3,86.71098744,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P51451,45.0484371,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P51813,98.22089443,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P34925,67.14690527,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P43405,140.4093932,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,O15197,125.9758294,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,O43353,168.6447626,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P11362,62.92897324,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q9NWZ3,200.8653124,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q04771,92.73489822,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,O00238,62.5869202,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P10398,87.24608391,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P07332,66.72598727,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P54762,25.93738078,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q16288,54.32074617,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q9H5K3,160.9779002,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q15375,46.25257828,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P08631,40.10590895,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P42685,48.91643888,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P42680,63.22185022,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q6J9G0,230.3012718,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q59H18,94.8219091,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P30530,125.2338752,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P06239,36.02805947,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P07947,24.56326186,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q9H3Y6,110.9041364,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P21709,70.81988625,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q8NFD2,195.5551047,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P36894,92.01588116,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q6XUX3,583.9190781,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P43403,98.70512376,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P29317,58.37415666,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q8IVT5,263.3385767,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P22607,46.02079613,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P21802,59.37956701,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q08881,83.59018921,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P42679,92.2766924,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,Q12852,274.8966225,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
PF07714_0.5,P41240,32.37492388,/home/zxc/human_proteome/esm2-weight/tune_model_0.5/PF07714/PF07714_0.5.pth
