Pfam_id,Uniprot_id,perplexity,model_path
PF03114_CL0145_0.9,Q99963,1.531669899034882,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,Q9NR46,1.3386531648414208,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,Q9Y3L3,1.947877036125765,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,Q9Y371,1.6032100454800122,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,Q68EM7,1.9631186550900266,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,O00499,1.0410462537502898,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,Q9NQY0,1.8681999859592575,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,Q17R89,1.5153181627160683,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,Q9UBW5,2.8827959853486864,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,Q99962,1.8329082791078408,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,Q99961,1.2946760095110799,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,Q6ZT62,2.6843280989840017,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF03114_CL0145_0.9,P49418,1.9027157824708207,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF06456_CL0145_0.9,Q05084,1.532047582385256,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF06456_CL0145_0.9,P53365,1.6893914505019438,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF06456_CL0145_0.9,P53367,1.5615073250226708,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF06456_CL0145_0.9,Q8NDH6,3.3910590414591604,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF06456_CL0145_0.9,Q9NRD5,1.6439942086102082,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF06730_CL0145_0.9,Q6ZTR7,6.165646617115788,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF06730_CL0145_0.9,A1XBS5,1.913944770677143,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF08397_CL0145_0.9,O43312,1.1909809345501328,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF08397_CL0145_0.9,Q9UHR4,1.84179490312826,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF08397_CL0145_0.9,Q6UXY1,1.5048603712469464,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF08397_CL0145_0.9,Q765P7,1.2222364639508592,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF08397_CL0145_0.9,Q9UQB8,1.8547110404522764,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF09325_CL0145_0.9,Q86XE0,1.7506091004852127,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF09325_CL0145_0.9,Q9Y5X3,1.3586888325497142,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF09325_CL0145_0.9,Q13596,1.8512976391510134,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF09325_CL0145_0.9,Q9UNH7,1.5595291813172008,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF09325_CL0145_0.9,O60749,1.6450993770134477,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF10456_CL0145_0.9,Q96RF0,4.894490460147282,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF10456_CL0145_0.9,Q9Y5X1,1.7433483852225262,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF10456_CL0145_0.9,Q8WV41,2.968931984890758,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF12240_CL0145_0.9,Q9Y2J4,1.782465299804871,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF12240_CL0145_0.9,Q8IY63,2.064441060699449,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0145/CL0145_0.9.pth
PF08513_CL0561_0.9,Q8IYT4,1.941503440750032,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0561/CL0561_0.9.pth
PF08513_CL0561_0.9,Q9BQ87,2.6238601023255708,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0561/CL0561_0.9.pth
PF08513_CL0561_0.9,P43034,1.4376464059606466,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0561/CL0561_0.9.pth
PF08513_CL0561_0.9,O60907,2.6023494130383287,/home/zxc/human_proteome/esm2-weight/tune_model_0.9_clans/CL0561/CL0561_0.9.pth
